id,municipio,municipio_uf,latitude,longitude,uf
1226,LIMA CAMPOS,LIMA CAMPOS - MA,-4.52,-44.46,MA
1778,LIMA DUARTE,LIMA DUARTE - MG,-21.84,-43.79,MG
5031,LIMEIRA,LIMEIRA - SP,-22.56,-47.4,SP
1779,LIMEIRA DO OESTE,LIMEIRA DO OESTE - MG,-19.55,-50.58,MG
2862,LIMOEIRO,LIMOEIRO - PE,-7.87,-35.45,PE
67,LIMOEIRO DE ANADIA,LIMOEIRO DE ANADIA - AL,-9.74,-36.5,AL
2456,LIMOEIRO DO AJURU,LIMOEIRO DO AJURU - PA,-1.89,-49.38,PA
718,LIMOEIRO DO NORTE,LIMOEIRO DO NORTE - CE,-5.14,-38.09,CE
3354,LINDOESTE,LINDOESTE - PR,-25.26,-53.57,PR
5032,LINDOIA,LINDOIA - SP,-22.52,-46.65,SP
4505,LINDOIA DO SUL,LINDOIA DO SUL - SC,-27.05,-52.06,SC
4110,LINDOLFO COLLOR,LINDOLFO COLLOR - RS,-29.59,-51.2,RS
4111,LINHA NOVA,LINHA NOVA - RS,-29.46,-51.2,RS
843,LINHARES,LINHARES - ES,-19.39,-40.07,ES
5033,LINS,LINS - SP,-21.67,-49.74,SP
2640,LIVRAMENTO,LIVRAMENTO - PB,-7.37,-36.94,PB
434,LIVRAMENTO DO BRUMADO,LIVRAMENTO DO BRUMADO - BA,-13.64,-41.84,BA
5441,LIZARDA,LIZARDA - TO,-9.59,-46.67,TO
3355,LOANDA,LOANDA - PR,-22.92,-53.13,PR
3356,LOBATO,LOBATO - PR,-23,-51.95,PR
2641,LOGRADOURO,LOGRADOURO - PB,-6.61,-35.44,PB
3357,LONDRINA,LONDRINA - PR,-23.31,-51.16,PR
1780,LONTRA,LONTRA - MG,-15.9,-44.3,MG
4506,LONTRAS,LONTRAS - SC,-27.16,-49.54,SC
5034,LORENA,LORENA - SP,-22.73,-45.12,SP
1227,LORETO,LORETO - MA,-7.08,-45.14,MA
5035,LOURDES,LOURDES - SP,-20.96,-50.22,SP
5036,LOUVEIRA,LOUVEIRA - SP,-23.08,-46.95,SP
2324,LUCAS DO RIO VERDE,LUCAS DO RIO VERDE - MT,-13.05,-55.91,MT
5037,LUCELIA,LUCELIA - SP,-21.72,-51.01,SP
2642,LUCENA,LUCENA - PB,-6.9,-34.86,PB
5038,LUCIANOPOLIS,LUCIANOPOLIS - SP,-22.43,-49.52,SP
2325,LUCIARA,LUCIARA - MT,-11.22,-50.66,MT
3729,LUCRECIA,LUCRECIA - RN,-6.12,-37.81,RN
5039,LUIS ANTONIO,LUIS ANTONIO - SP,-21.55,-47.7,SP
3062,LUIS CORREIA,LUIS CORREIA - PI,-2.87,-41.66,PI
1228,LUIS DOMINGUES,LUIS DOMINGUES - MA,-1.26,-45.87,MA
3730,LUIS GOMES,LUIS GOMES - RN,-6.41,-38.38,RN
1781,LUISBURGO,LUISBURGO - MG,-20.44,-42.1,MG
1782,LUISLANDIA,LUISLANDIA - MG,-16.11,-44.58,MG
4507,LUIZ ALVES,LUIZ ALVES - SC,-26.72,-48.93,SC
3358,LUIZIANA,LUIZIANA - PR,-24.28,-52.27,PR
5040,LUIZIANIA,LUIZIANIA - SP,-21.67,-50.32,SP
1783,LUMINARIAS,LUMINARIAS - MG,-21.51,-44.9,MG
3359,LUNARDELLI,LUNARDELLI - PR,-24.07,-51.73,PR
5041,LUPERCIO,LUPERCIO - SP,-22.41,-49.81,SP
3360,LUPIONOPOLIS,LUPIONOPOLIS - PR,-22.75,-51.65,PR
5042,LUTECIA,LUTECIA - SP,-22.34,-50.39,SP
1784,LUZ,LUZ - MG,-19.8,-45.68,MG
4508,LUZERNA,LUZERNA - SC,-27.13,-51.46,SC
1009,LUZIANIA,LUZIANIA - GO,-16.25,-47.95,GO
3063,LUZILANDIA,LUZILANDIA - PI,-3.45,-42.37,PI
5442,LUZINOPOLIS,LUZINOPOLIS - TO,-6.18,-47.85,TO
3601,MACAE,MACAE - RJ,-22.37,-41.78,RJ
3731,MACAIBA,MACAIBA - RN,-5.85,-35.35,RN
435,MACAJUBA,MACAJUBA - BA,-12.13,-40.36,BA
4112,MACAMBARA,MACAMBARA - RS,-29.14,-56.06,RS
4685,MACAMBIRA,MACAMBIRA - SE,-10.66,-37.54,SE
192,MACAPA,MACAPA - AP,0.03,-51.06,AP
2863,MACAPARANA,MACAPARANA - PE,-7.55,-35.45,PE
436,MACARANI,MACARANI - BA,-15.56,-40.42,BA
5043,MACATUBA,MACATUBA - SP,-22.5,-48.71,SP
3732,MACAU,MACAU - RN,-5.11,-36.63,RN
5044,MACAUBAL,MACAUBAL - SP,-20.8,-49.96,SP
437,MACAUBAS,MACAUBAS - BA,-13.01,-42.69,BA
5045,MACEDONIA,MACEDONIA - SP,-20.14,-50.19,SP
68,MACEIO,MACEIO - AL,-9.66,-35.73,AL
1785,MACHACALIS,MACHACALIS - MG,-17.07,-40.71,MG
4113,MACHADINHO,MACHADINHO - RS,-27.56,-51.66,RS
3846,MACHADINHO D'OESTE,MACHADINHO D'OESTE - RO,-9.44,-61.98,RO
1786,MACHADO,MACHADO - MG,-21.67,-45.92,MG
2864,MACHADOS,MACHADOS - PE,-7.69,-35.52,PE
4509,MACIEIRA,MACIEIRA - SC,-26.85,-51.37,SC
3602,MACUCO,MACUCO - RJ,-21.98,-42.25,RJ
438,MACURURE,MACURURE - BA,-9.16,-39.05,BA
719,MADALENA,MADALENA - CE,-4.85,-39.57,CE
3064,MADEIRO,MADEIRO - PI,-3.48,-42.5,PI
439,MADRE DE DEUS,MADRE DE DEUS - BA,-12.74,-38.62,BA
1787,MADRE DE DEUS DE MINAS,MADRE DE DEUS DE MINAS - MG,-21.48,-44.33,MG
2643,MAE D'AGUA,MAE D'AGUA - PB,-7.25,-37.42,PB
2457,MAE DO RIO,MAE DO RIO - PA,-2.06,-47.55,PA
440,MAETINGA,MAETINGA - BA,-14.66,-41.49,BA
4510,MAFRA,MAFRA - SC,-26.11,-49.8,SC
2458,MAGALHAES BARATA,MAGALHAES BARATA - PA,-0.79,-47.59,PA
1229,MAGALHAES DE ALMEIDA,MAGALHAES DE ALMEIDA - MA,-3.39,-42.2,MA
5046,MAGDA,MAGDA - SP,-20.64,-50.22,SP
3603,MAGE,MAGE - RJ,-22.65,-43.04,RJ
441,MAIQUINIQUE,MAIQUINIQUE - BA,-15.62,-40.26,BA
442,MAIRI,MAIRI - BA,-11.71,-40.14,BA
5047,MAIRINQUE,MAIRINQUE - SP,-23.54,-47.18,SP
5048,MAIRIPORA,MAIRIPORA - SP,-23.31,-46.58,SP
1010,MAIRIPOTABA,MAIRIPOTABA - GO,-17.29,-49.49,GO
4511,MAJOR GERCINO,MAJOR GERCINO - SC,-27.41,-48.95,SC
69,MAJOR ISIDORO,MAJOR ISIDORO - AL,-9.53,-36.98,AL
3733,MAJOR SALES,MAJOR SALES - RN,-6.4,-38.32,RN
4512,MAJOR VIEIRA,MAJOR VIEIRA - SC,-26.36,-50.32,SC
1788,MALACACHETA,MALACACHETA - MG,-17.84,-42.07,MG
443,MALHADA,MALHADA - BA,-14.33,-43.77,BA
444,MALHADA DE PEDRAS,MALHADA DE PEDRAS - BA,-14.38,-41.87,BA
4686,MALHADA DOS BOIS,MALHADA DOS BOIS - SE,-10.34,-36.92,SE
4687,MALHADOR,MALHADOR - SE,-10.65,-37.3,SE
3361,MALLET,MALLET - PR,-25.87,-50.82,PR
2644,MALTA,MALTA - PB,-6.9,-37.52,PB
2645,MAMANGUAPE,MAMANGUAPE - PB,-6.83,-35.12,PB
1011,MAMBAI,MAMBAI - GO,-14.48,-46.11,GO
3362,MAMBORE,MAMBORE - PR,-24.31,-52.53,PR
1789,MAMONAS,MAMONAS - MG,-15.05,-42.94,MG
4114,MAMPITUBA,MAMPITUBA - RS,-29.21,-49.93,RS
159,MANACAPURU,MANACAPURU - AM,-3.3,-60.62,AM
2646,MANAIRA,MANAIRA - PB,-7.7,-38.15,PB
160,MANAQUIRI,MANAQUIRI - AM,-3.42,-60.45,AM
2865,MANARI,MANARI - PE,-8.96,-37.62,PE
161,MANAUS,MANAUS - AM,-3.1,-60.02,AM
10,MANCIO LIMA,MANCIO LIMA - AC,-7.61,-72.89,AC
3363,MANDAGUACU,MANDAGUACU - PR,-23.34,-52.09,PR
3364,MANDAGUARI,MANDAGUARI - PR,-23.54,-51.67,PR
3365,MANDIRITUBA,MANDIRITUBA - PR,-25.77,-49.32,PR
5049,MANDURI,MANDURI - SP,-23,-49.32,SP
3366,MANFRINOPOLIS,MANFRINOPOLIS - PR,-26.14,-53.31,PR
1790,MANGA,MANGA - MG,-14.75,-43.93,MG
3604,MANGARATIBA,MANGARATIBA - RJ,-22.96,-44.04,RJ
3367,MANGUEIRINHA,MANGUEIRINHA - PR,-25.94,-52.17,PR
1791,MANHUACU,MANHUACU - MG,-20.25,-42.03,MG
1792,MANHUMIRIM,MANHUMIRIM - MG,-20.35,-41.95,MG
162,MANICORE,MANICORE - AM,-5.8,-61.3,AM
3065,MANOEL EMIDIO,MANOEL EMIDIO - PI,-8.01,-43.87,PI
3368,MANOEL RIBAS,MANOEL RIBAS - PR,-24.51,-51.66,PR
11,MANOEL URBANO,MANOEL URBANO - AC,-8.83,-69.26,AC
4115,MANOEL VIANA,MANOEL VIANA - RS,-29.58,-55.48,RS
445,MANOEL VITORINO,MANOEL VITORINO - BA,-14.14,-40.24,BA
446,MANSIDAO,MANSIDAO - BA,-10.71,-44.03,BA
1793,MANTENA,MANTENA - MG,-18.78,-40.98,MG
844,MANTENOPOLIS,MANTENOPOLIS - ES,-18.86,-41.12,ES
4116,MAQUINE,MAQUINE - RS,-29.67,-50.2,RS
1794,MAR DE ESPANHA,MAR DE ESPANHA - MG,-21.86,-43.01,MG
70,MAR VERMELHO,MAR VERMELHO - AL,-9.44,-36.38,AL
1012,MARA ROSA,MARA ROSA - GO,-14.01,-49.17,GO
163,MARAA,MARAA - AM,-1.85,-65.58,AM
2459,MARABA,MARABA - PA,-5.36,-49.11,PA
5050,MARABA PAULISTA,MARABA PAULISTA - SP,-22.1,-51.96,SP
1230,MARACACUME,MARACACUME - MA,-2.04,-45.95,MA
5051,MARACAI,MARACAI - SP,-22.61,-50.66,SP
4513,MARACAJA,MARACAJA - SC,-28.84,-49.45,SC
2239,MARACAJU,MARACAJU - MS,-21.61,-55.16,MS
2460,MARACANA,MARACANA - PA,-0.76,-47.45,PA
720,MARACANAU,MARACANAU - CE,-3.87,-38.62,CE
447,MARACAS,MARACAS - BA,-13.44,-40.43,BA
71,MARAGOGI,MARAGOGI - AL,-9.01,-35.22,AL
448,MARAGOGIPE,MARAGOGIPE - BA,-12.77,-38.91,BA
2866,MARAIAL,MARAIAL - PE,-8.8,-35.82,PE
1231,MARAJA DO SENA,MARAJA DO SENA - MA,-4.59,-45.57,MA
721,MARANGUAPE,MARANGUAPE - CE,-3.89,-38.68,CE
1232,MARANHAOZINHO,MARANHAOZINHO - MA,-2.31,-45.84,MA
2461,MARAPANIM,MARAPANIM - PA,-0.71,-47.69,PA
5052,MARAPOAMA,MARAPOAMA - SP,-21.25,-49.12,SP
4117,MARATA,MARATA - RS,-29.54,-51.55,RS
845,MARATAIZES,MARATAIZES - ES,-21.04,-40.82,ES
449,MARAU,MARAU - BA,-14.1,-39.01,BA
4118,MARAU,MARAU - RS,-28.44,-52.2,RS
72,MARAVILHA,MARAVILHA - AL,-9.23,-37.35,AL
4514,MARAVILHA,MARAVILHA - SC,-26.76,-53.17,SC
1795,MARAVILHAS,MARAVILHAS - MG,-19.51,-44.67,MG
2647,MARCACAO,MARCACAO - PB,-6.77,-35.01,PB
2326,MARCELANDIA,MARCELANDIA - MT,-11.13,-54.59,MT
4119,MARCELINO RAMOS,MARCELINO RAMOS - RS,-27.46,-51.9,RS
3734,MARCELINO VIEIRA,MARCELINO VIEIRA - RN,-6.29,-38.16,RN
450,MARCIONILIO SOUZA,MARCIONILIO SOUZA - BA,-13,-40.53,BA
722,MARCO,MARCO - CE,-3.12,-40.14,CE
3066,MARCOLANDIA,MARCOLANDIA - PI,-7.44,-40.66,PI
3067,MARCOS PARENTE,MARCOS PARENTE - PI,-7.12,-43.89,PI
3369,MARECHAL CANDIDO RONDON,MARECHAL CANDIDO RONDON - PR,-24.55,-54.05,PR
73,MARECHAL DEODORO,MARECHAL DEODORO - AL,-9.71,-35.89,AL
846,MARECHAL FLORIANO,MARECHAL FLORIANO - ES,-20.41,-40.68,ES
12,MARECHAL THAUMATURGO,MARECHAL THAUMATURGO - AC,-8.94,-72.79,AC
4515,MAREMA,MAREMA - SC,-26.8,-52.62,SC
2648,MARI,MARI - PB,-7.06,-35.31,PB
1796,MARIA DA FE,MARIA DA FE - MG,-22.3,-45.37,MG
3370,MARIA HELENA,MARIA HELENA - PR,-23.61,-53.2,PR
3371,MARIALVA,MARIALVA - PR,-23.48,-51.79,PR
1797,MARIANA,MARIANA - MG,-20.37,-43.41,MG
4120,MARIANA PIMENTEL,MARIANA PIMENTEL - RS,-30.35,-51.58,RS
4121,MARIANO MORO,MARIANO MORO - RS,-27.35,-52.14,RS
5443,MARIANOPOLIS DO TOCANTINS,MARIANOPOLIS DO TOCANTINS - TO,-9.79,-49.65,TO
5053,MARIAPOLIS,MARIAPOLIS - SP,-21.79,-51.18,SP
74,MARIBONDO,MARIBONDO - AL,-9.57,-36.3,AL
3605,MARICA,MARICA - RJ,-22.91,-42.81,RJ
1798,MARILAC,MARILAC - MG,-18.5,-42.08,MG
847,MARILANDIA,MARILANDIA - ES,-19.41,-40.54,ES
3372,MARILANDIA DO SUL,MARILANDIA DO SUL - PR,-23.74,-51.3,PR
3373,MARILENA,MARILENA - PR,-22.73,-53.04,PR
5054,MARILIA,MARILIA - SP,-22.21,-49.94,SP
3374,MARILUZ,MARILUZ - PR,-24,-53.14,PR
3375,MARINGA,MARINGA - PR,-23.42,-51.93,PR
5055,MARINOPOLIS,MARINOPOLIS - SP,-20.44,-50.82,SP
1799,MARIO CAMPOS,MARIO CAMPOS - MG,-20.05,-44.18,MG
3376,MARIOPOLIS,MARIOPOLIS - PR,-26.35,-52.55,PR
3377,MARIPA,MARIPA - PR,-24.41,-53.83,PR
1800,MARIPA DE MINAS,MARIPA DE MINAS - MG,-21.69,-42.95,MG
2462,MARITUBA,MARITUBA - PA,-1.35,-48.34,PA
2649,MARIZOPOLIS,MARIZOPOLIS - PB,-6.84,-38.34,PB
1801,MARLIERIA,MARLIERIA - MG,-19.71,-42.73,MG
3378,MARMELEIRO,MARMELEIRO - PR,-26.14,-53.02,PR
1802,MARMELOPOLIS,MARMELOPOLIS - MG,-22.44,-45.16,MG
4122,MARQUES DE SOUZA,MARQUES DE SOUZA - RS,-29.32,-52.09,RS
3379,MARQUINHO,MARQUINHO - PR,-25.11,-52.25,PR
1803,MARTINHO CAMPOS,MARTINHO CAMPOS - MG,-19.33,-45.23,MG
723,MARTINOPOLE,MARTINOPOLE - CE,-3.22,-40.69,CE
5056,MARTINOPOLIS,MARTINOPOLIS - SP,-22.14,-51.17,SP
3735,MARTINS,MARTINS - RN,-6.08,-37.91,RN
1804,MARTINS SOARES,MARTINS SOARES - MG,-20.25,-41.87,MG
4688,MARUIM,MARUIM - SE,-10.73,-37.08,SE
3380,MARUMBI,MARUMBI - PR,-23.7,-51.63,PR
1013,MARZAGAO,MARZAGAO - GO,-17.98,-48.64,GO
451,MASCOTE,MASCOTE - BA,-15.56,-39.3,BA
724,MASSAPE,MASSAPE - CE,-3.52,-40.34,CE
3068,MASSAPE DO PIAUI,MASSAPE DO PIAUI - PI,-7.46,-41.12,PI
2650,MASSARANDUBA,MASSARANDUBA - PB,-7.2,-35.78,PB
4516,MASSARANDUBA,MASSARANDUBA - SC,-26.61,-49,SC
4123,MATA,MATA - RS,-29.56,-54.46,RS
452,MATA DE SAO JOAO,MATA DE SAO JOAO - BA,-12.53,-38.29,BA
75,MATA GRANDE,MATA GRANDE - AL,-9.11,-37.73,AL
1233,MATA ROMA,MATA ROMA - MA,-3.62,-43.11,MA
1805,MATA VERDE,MATA VERDE - MG,-15.68,-40.74,MG
5057,MATAO,MATAO - SP,-21.6,-48.36,SP
2651,MATARACA,MATARACA - PB,-6.6,-35.05,PB
5444,MATEIROS,MATEIROS - TO,-10.54,-46.42,TO
3381,MATELANDIA,MATELANDIA - PR,-25.24,-53.99,PR
1806,MATERLANDIA,MATERLANDIA - MG,-18.47,-43.06,MG
1807,MATEUS LEME,MATEUS LEME - MG,-19.98,-44.42,MG
1808,MATHIAS LOBATO,MATHIAS LOBATO - MG,-18.59,-41.9,MG
1809,MATIAS BARBOSA,MATIAS BARBOSA - MG,-21.86,-43.31,MG
1810,MATIAS CARDOSO,MATIAS CARDOSO - MG,-14.85,-43.92,MG
3069,MATIAS OLIMPIO,MATIAS OLIMPIO - PI,-3.71,-42.55,PI
453,MATINA,MATINA - BA,-13.9,-42.84,BA
1234,MATINHA,MATINHA - MA,-3.1,-45.03,MA
2652,MATINHAS,MATINHAS - PB,-7.12,-35.76,PB
3382,MATINHOS,MATINHOS - PR,-25.81,-48.54,PR
1811,MATIPO,MATIPO - MG,-20.28,-42.34,MG
4124,MATO CASTELHANO,MATO CASTELHANO - RS,-28.27,-52.19,RS
2653,MATO GROSSO,MATO GROSSO - PB,-6.53,-37.72,PB
4125,MATO LEITAO,MATO LEITAO - RS,-29.52,-52.12,RS
3383,MATO RICO,MATO RICO - PR,-24.7,-52.14,PR
1812,MATO VERDE,MATO VERDE - MG,-15.39,-42.86,MG
1235,MATOES,MATOES - MA,-5.51,-43.19,MA
1236,MATOES DO NORTE,MATOES DO NORTE - MA,-3.63,-44.55,MA
4517,MATOS COSTA,MATOS COSTA - SC,-26.47,-51.14,SC
1813,MATOZINHOS,MATOZINHOS - MG,-19.55,-44.08,MG
1014,MATRINCHA,MATRINCHA - GO,-15.44,-50.74,GO
76,MATRIZ DE CAMARAGIBE,MATRIZ DE CAMARAGIBE - AL,-9.15,-35.53,AL
2327,MATUPA,MATUPA - MT,-10.05,-54.93,MT
2654,MATUREIA,MATUREIA - PB,-7.26,-37.35,PB
1814,MATUTINA,MATUTINA - MG,-19.22,-45.96,MG
5058,MAUA,MAUA - SP,-23.66,-46.46,SP
3384,MAUA DA SERRA,MAUA DA SERRA - PR,-23.9,-51.22,PR
164,MAUES,MAUES - AM,-3.38,-57.71,AM
1015,MAURILANDIA,MAURILANDIA - GO,-17.97,-50.33,GO
5445,MAURILANDIA DO TOCANTINS,MAURILANDIA DO TOCANTINS - TO,-5.95,-47.5,TO
725,MAURITI,MAURITI - CE,-7.38,-38.77,CE
3736,MAXARANGUAPE,MAXARANGUAPE - RN,-5.51,-35.26,RN
4126,MAXIMILIANO DE ALMEIDA,MAXIMILIANO DE ALMEIDA - RS,-27.63,-51.8,RS
193,MAZAGAO,MAZAGAO - AP,-0.11,-51.28,AP
1815,MEDEIROS,MEDEIROS - MG,-19.99,-46.22,MG
454,MEDEIROS NETO,MEDEIROS NETO - BA,-17.37,-40.22,BA
3385,MEDIANEIRA,MEDIANEIRA - PR,-25.29,-54.09,PR
2463,MEDICILANDIA,MEDICILANDIA - PA,-3.44,-52.88,PA
1816,MEDINA,MEDINA - MG,-16.22,-41.47,MG
4518,MELEIRO,MELEIRO - SC,-28.82,-49.63,SC
2464,MELGACO,MELGACO - PA,-1.8,-50.71,PA
3606,MENDES,MENDES - RJ,-22.52,-43.73,RJ
1817,MENDES PIMENTEL,MENDES PIMENTEL - MG,-18.66,-41.4,MG
5059,MENDONCA,MENDONCA - SP,-21.16,-49.58,SP
3386,MERCEDES,MERCEDES - PR,-24.45,-54.16,PR
1818,MERCES,MERCES - MG,-21.19,-43.34,MG
5060,MERIDIANO,MERIDIANO - SP,-20.35,-50.17,SP
726,MERUOCA,MERUOCA - CE,-3.54,-40.45,CE
5061,MESOPOLIS,MESOPOLIS - SP,-19.96,-50.63,SP
1819,MESQUITA,MESQUITA - MG,-19.22,-42.6,MG
77,MESSIAS,MESSIAS - AL,-9.38,-35.84,AL
3737,MESSIAS TARGINO,MESSIAS TARGINO - RN,-6.07,-37.51,RN
3070,MIGUEL ALVES,MIGUEL ALVES - PI,-4.16,-42.89,PI
455,MIGUEL CALMON,MIGUEL CALMON - BA,-11.42,-40.59,BA
3071,MIGUEL LEAO,MIGUEL LEAO - PI,-5.68,-42.73,PI
3607,MIGUEL PEREIRA,MIGUEL PEREIRA - RJ,-22.45,-43.46,RJ
5062,MIGUELOPOLIS,MIGUELOPOLIS - SP,-20.17,-48.03,SP
456,MILAGRES,MILAGRES - BA,-12.87,-39.85,BA
727,MILAGRES,MILAGRES - CE,-7.31,-38.94,CE
1237,MILAGRES DO MARANHAO,MILAGRES DO MARANHAO - MA,-3.58,-42.6,MA
728,MILHA,MILHA - CE,-5.67,-39.19,CE
3072,MILTON BRANDAO,MILTON BRANDAO - PI,-4.68,-41.42,PI
1016,MIMOSO DE GOIAS,MIMOSO DE GOIAS - GO,-15.05,-48.16,GO
848,MIMOSO DO SUL,MIMOSO DO SUL - ES,-21.06,-41.36,ES
1017,MINACU,MINACU - GO,-13.53,-48.22,GO
78,MINADOR DO NEGRAO,MINADOR DO NEGRAO - AL,-9.3,-36.86,AL
4127,MINAS DO LEAO,MINAS DO LEAO - RS,-30.12,-52.04,RS
1820,MINAS NOVAS,MINAS NOVAS - MG,-17.21,-42.59,MG
1821,MINDURI,MINDURI - MG,-21.68,-44.6,MG
1018,MINEIROS,MINEIROS - GO,-17.56,-52.55,GO
5063,MINEIROS DO TIETE,MINEIROS DO TIETE - SP,-22.4,-48.45,SP
3847,MINISTRO ANDREAZZA,MINISTRO ANDREAZZA - RO,-11.07,-61.51,RO
5064,MIRA ESTRELA,MIRA ESTRELA - SP,-19.97,-50.13,SP
1822,MIRABELA,MIRABELA - MG,-16.26,-44.16,MG
5065,MIRACATU,MIRACATU - SP,-24.28,-47.46,SP
3608,MIRACEMA,MIRACEMA - RJ,-21.41,-42.19,RJ
5446,MIRACEMA DO TOCANTINS,MIRACEMA DO TOCANTINS - TO,-9.56,-48.39,TO
1238,MIRADOR,MIRADOR - MA,-6.37,-44.36,MA
3387,MIRADOR,MIRADOR - PR,-23.25,-52.77,PR
1823,MIRADOURO,MIRADOURO - MG,-20.89,-42.34,MG
4128,MIRAGUAI,MIRAGUAI - RS,-27.49,-53.68,RS
1824,MIRAI,MIRAI - MG,-21.19,-42.61,MG
729,MIRAIMA,MIRAIMA - CE,-3.56,-39.97,CE
2240,MIRANDA,MIRANDA - MS,-20.24,-56.37,MS
1239,MIRANDA DO NORTE,MIRANDA DO NORTE - MA,-3.56,-44.58,MA
2867,MIRANDIBA,MIRANDIBA - PE,-8.11,-38.72,PE
5066,MIRANDOPOLIS,MIRANDOPOLIS - SP,-21.13,-51.1,SP
457,MIRANGABA,MIRANGABA - BA,-10.95,-40.57,BA
5447,MIRANORTE,MIRANORTE - TO,-9.52,-48.59,TO
458,MIRANTE,MIRANTE - BA,-14.24,-40.77,BA
3848,MIRANTE DA SERRA,MIRANTE DA SERRA - RO,-11.03,-62.67,RO
5067,MIRANTE DO PARANAPANEMA,MIRANTE DO PARANAPANEMA - SP,-22.29,-51.9,SP
3388,MIRASELVA,MIRASELVA - PR,-22.96,-51.45,PR
5068,MIRASSOL,MIRASSOL - SP,-20.81,-49.52,SP
2328,MIRASSOL D'OESTE,MIRASSOL D'OESTE - MT,-15.67,-58.09,MT
5069,MIRASSOLANDIA,MIRASSOLANDIA - SP,-20.61,-49.46,SP
1825,MIRAVANIA,MIRAVANIA - MG,-14.74,-44.4,MG
4519,MIRIM DOCE,MIRIM DOCE - SC,-27.19,-50.07,SC
1240,MIRINZAL,MIRINZAL - MA,-2.06,-44.78,MA
3389,MISSAL,MISSAL - PR,-25.09,-54.24,PR
730,MISSAO VELHA,MISSAO VELHA - CE,-7.25,-39.14,CE
2465,MOCAJUBA,MOCAJUBA - PA,-2.58,-49.5,PA
5070,MOCOCA,MOCOCA - SP,-21.46,-47,SP
4520,MODELO,MODELO - SC,-26.77,-53.05,SC
1826,MOEDA,MOEDA - MG,-20.33,-44.05,MG
1827,MOEMA,MOEMA - MG,-19.84,-45.41,MG
2655,MOGEIRO,MOGEIRO - PB,-7.29,-35.47,PB
5071,MOGII-GUACU,MOGII-GUACU - SP,-22.37,-46.94,SP
1019,MOIPORA,MOIPORA - GO,-16.54,-50.73,GO
4689,MOITA BONITA,MOITA BONITA - SE,-10.57,-37.34,SE
5072,MOJI DAS CRUZES,MOJI DAS CRUZES - SP,-23.52,-46.18,SP
5073,MOJI-MIRIM,MOJI-MIRIM - SP,-22.43,-46.95,SP
2466,MOJU,MOJU - PA,-1.88,-48.76,PA
731,MOMBACA,MOMBACA - CE,-5.74,-39.62,CE
5074,MOMBUCA,MOMBUCA - SP,-22.92,-47.56,SP
1241,MONCAO,MONCAO - MA,-3.49,-45.25,MA
5075,MONCOES,MONCOES - SP,-20.85,-50.09,SP
4521,MONDAI,MONDAI - SC,-27.1,-53.4,SC
5076,MONGAGUA,MONGAGUA - SP,-24.08,-46.62,SP
1828,MONJOLOS,MONJOLOS - MG,-18.32,-44.11,MG
3073,MONSENHOR GIL,MONSENHOR GIL - PI,-5.56,-42.6,PI
3074,MONSENHOR HIPOLITO,MONSENHOR HIPOLITO - PI,-6.99,-41.03,PI
1829,MONSENHOR PAULO,MONSENHOR PAULO - MG,-21.75,-45.54,MG
732,MONSENHOR TABOSA,MONSENHOR TABOSA - CE,-4.78,-40.06,CE
2656,MONTADAS,MONTADAS - PB,-7.11,-35.91,PB
1830,MONTALVANIA,MONTALVANIA - MG,-14.42,-44.36,MG
849,MONTANHA,MONTANHA - ES,-18.12,-40.36,ES
3738,MONTANHAS,MONTANHAS - RN,-6.48,-35.28,RN
4129,MONTAURI,MONTAURI - RS,-28.65,-52.07,RS
2467,MONTE ALEGRE,MONTE ALEGRE - PA,-2,-54.06,PA
3739,MONTE ALEGRE,MONTE ALEGRE - RN,-6.06,-35.33,RN
1020,MONTE ALEGRE DE GOIAS,MONTE ALEGRE DE GOIAS - GO,-13.25,-46.9,GO
1831,MONTE ALEGRE DE MINAS,MONTE ALEGRE DE MINAS - MG,-18.87,-48.88,MG
4690,MONTE ALEGRE DE SERGIPE,MONTE ALEGRE DE SERGIPE - SE,-10.02,-37.56,SE
3075,MONTE ALEGRE DO PIAUI,MONTE ALEGRE DO PIAUI - PI,-9.75,-45.3,PI
5077,MONTE ALEGRE DO SUL,MONTE ALEGRE DO SUL - SP,-22.68,-46.68,SP
4130,MONTE ALEGRE DOS CAMPOS,MONTE ALEGRE DOS CAMPOS - RS,-28.68,-50.78,RS
5078,MONTE ALTO,MONTE ALTO - SP,-21.26,-48.49,SP
5079,MONTE APRAZIVEL,MONTE APRAZIVEL - SP,-20.77,-49.71,SP
1832,MONTE AZUL,MONTE AZUL - MG,-15.15,-42.87,MG
5080,MONTE AZUL PAULISTA,MONTE AZUL PAULISTA - SP,-20.9,-48.64,SP
1833,MONTE BELO,MONTE BELO - MG,-21.32,-46.36,MG
4131,MONTE BELO DO SUL,MONTE BELO DO SUL - RS,-29.16,-51.63,RS
4522,MONTE CARLO,MONTE CARLO - SC,-27.22,-50.98,SC
1834,MONTE CARMELO,MONTE CARMELO - MG,-18.72,-47.49,MG
4523,MONTE CASTELO,MONTE CASTELO - SC,-26.46,-50.23,SC
5081,MONTE CASTELO,MONTE CASTELO - SP,-21.29,-51.56,SP
3740,MONTE DAS GAMELEIRAS,MONTE DAS GAMELEIRAS - RN,-6.44,-35.78,RN
5448,MONTE DO CARMO,MONTE DO CARMO - TO,-10.76,-48.1,TO
1835,MONTE FORMOSO,MONTE FORMOSO - MG,-16.86,-41.25,MG
