id,municipio,municipio_uf,latitude,longitude,uf
1574,DELTA,DELTA - MG,-19.97,-47.77,MG
3015,DEMERVAL LOBAO,DEMERVAL LOBAO - PI,-5.35,-42.67,PI
2303,DENISE,DENISE - MT,-14.74,-57.05,MT
2219,DEODAPOLIS,DEODAPOLIS - MS,-22.27,-54.16,MS
670,DEPUTADO IRAPUAN PINHEIRO,DEPUTADO IRAPUAN PINHEIRO - CE,-5.91,-39.26,CE
4005,DERRUBADAS,DERRUBADAS - RS,-27.26,-53.86,RS
4878,DESCALVADO,DESCALVADO - SP,-21.9,-47.61,SP
4436,DESCANSO,DESCANSO - SC,-26.82,-53.5,SC
1575,DESCOBERTO,DESCOBERTO - MG,-21.46,-42.96,MG
2608,DESTERRO,DESTERRO - PB,-7.29,-37.09,PB
1576,DESTERRO DE ENTRE RIOS,DESTERRO DE ENTRE RIOS - MG,-20.66,-44.33,MG
1577,DESTERRO DO MELO,DESTERRO DO MELO - MG,-21.14,-43.51,MG
4006,DEZESSEIS DE NOVEMBRO,DEZESSEIS DE NOVEMBRO - RS,-28.21,-55.06,RS
4879,DIADEMA,DIADEMA - SP,-23.68,-46.62,SP
2609,DIAMANTE,DIAMANTE - PB,-7.42,-38.26,PB
3261,DIAMANTE DO NORTE,DIAMANTE DO NORTE - PR,-22.65,-52.86,PR
3262,DIAMANTE DO SUL,DIAMANTE DO SUL - PR,-25.04,-52.68,PR
3263,DIAMANTE D'OESTE,DIAMANTE D'OESTE - PR,-24.94,-54.1,PR
1578,DIAMANTINA,DIAMANTINA - MG,-18.24,-43.6,MG
2304,DIAMANTINO,DIAMANTINO - MT,-14.4,-56.44,MT
5416,DIANOPOLIS,DIANOPOLIS - TO,-11.62,-46.82,TO
319,DIAS D'AVILA,DIAS D'AVILA - BA,-12.61,-38.29,BA
4007,DILERMANDO DE AGUIAR,DILERMANDO DE AGUIAR - RS,-29.7,-54.2,RS
1579,DIOGO DE VASCONCELOS,DIOGO DE VASCONCELOS - MG,-20.48,-43.19,MG
1580,DIONISIO,DIONISIO - MG,-19.84,-42.77,MG
4437,DIONISIO CERQUEIRA,DIONISIO CERQUEIRA - SC,-26.25,-53.64,SC
956,DIORAMA,DIORAMA - GO,-16.23,-51.25,GO
4880,DIRCE REIS,DIRCE REIS - SP,-20.46,-50.6,SP
3016,DIRCEU ARCOVERDE,DIRCEU ARCOVERDE - PI,-9.33,-42.42,PI
4668,DIVINA PASTORA,DIVINA PASTORA - SE,-10.68,-37.14,SE
1581,DIVINESIA,DIVINESIA - MG,-20.99,-43,MG
1582,DIVINO,DIVINO - MG,-20.61,-42.14,MG
1583,DIVINO DAS LARANJEIRAS,DIVINO DAS LARANJEIRAS - MG,-18.77,-41.48,MG
823,DIVINO DE SAO LOURENCO,DIVINO DE SAO LOURENCO - ES,-20.62,-41.68,ES
4881,DIVINOLANDIA,DIVINOLANDIA - SP,-21.66,-46.73,SP
1584,DIVINOLANDIA DE MINAS,DIVINOLANDIA DE MINAS - MG,-18.8,-42.59,MG
1585,DIVINOPOLIS,DIVINOPOLIS - MG,-20.13,-44.88,MG
957,DIVINOPOLIS DE GOIAS,DIVINOPOLIS DE GOIAS - GO,-13.29,-46.39,GO
5417,DIVINOPOLIS DO TOCANTINS,DIVINOPOLIS DO TOCANTINS - TO,-9.8,-49.21,TO
1586,DIVISA ALEGRE,DIVISA ALEGRE - MG,-15.72,-41.34,MG
1587,DIVISA NOVA,DIVISA NOVA - MG,-21.51,-46.19,MG
1588,DIVISOPOLIS,DIVISOPOLIS - MG,-15.72,-41,MG
4882,DOBRADA,DOBRADA - SP,-21.51,-48.39,SP
4883,DOIS CORREGOS,DOIS CORREGOS - SP,-22.36,-48.38,SP
4008,DOIS IRMAOS,DOIS IRMAOS - RS,-29.58,-51.08,RS
4009,DOIS IRMAOS DAS MISSOES,DOIS IRMAOS DAS MISSOES - RS,-27.65,-53.53,RS
2220,DOIS IRMAOS DO BURITI,DOIS IRMAOS DO BURITI - MS,-20.68,-55.29,MS
5418,DOIS IRMAOS DO TOCANTINS,DOIS IRMAOS DO TOCANTINS - TO,-9.25,-49.06,TO
4010,DOIS LAJEADOS,DOIS LAJEADOS - RS,-28.98,-51.83,RS
49,DOIS RIACHOS,DOIS RIACHOS - AL,-9.39,-37.1,AL
3264,DOIS VIZINHOS,DOIS VIZINHOS - PR,-25.73,-53.05,PR
4884,DOLCINOPOLIS,DOLCINOPOLIS - SP,-20.12,-50.51,SP
2305,DOM AQUINO,DOM AQUINO - MT,-15.81,-54.91,MT
320,DOM BASILIO,DOM BASILIO - BA,-13.76,-41.77,BA
1589,DOM BOSCO,DOM BOSCO - MG,-16.65,-46.27,MG
1590,DOM CAVATI,DOM CAVATI - MG,-19.37,-42.1,MG
2439,DOM ELISEU,DOM ELISEU - PA,-4.28,-47.5,PA
3017,DOM EXPEDITO LOPES,DOM EXPEDITO LOPES - PI,-6.95,-41.64,PI
4011,DOM FELICIANO,DOM FELICIANO - RS,-30.7,-52.1,RS
3018,DOM INOCENCIO,DOM INOCENCIO - PI,-9,-41.97,PI
1591,DOM JOAQUIM,DOM JOAQUIM - MG,-18.96,-43.25,MG
321,DOM MACEDO COSTA,DOM MACEDO COSTA - BA,-12.9,-39.19,BA
4012,DOM PEDRITO,DOM PEDRITO - RS,-30.98,-54.67,RS
1186,DOM PEDRO,DOM PEDRO - MA,-5.03,-44.43,MA
4013,DOM PEDRO DE ALCANTARA,DOM PEDRO DE ALCANTARA - RS,-29.36,-49.85,RS
1592,DOM SILVERIO,DOM SILVERIO - MG,-20.16,-42.96,MG
1593,DOM VICOSO,DOM VICOSO - MG,-22.25,-45.16,MG
824,DOMINGOS MARTINS,DOMINGOS MARTINS - ES,-20.36,-40.65,ES
3019,DOMINGOS MOURAO,DOMINGOS MOURAO - PI,-4.25,-41.27,PI
4438,DONA EMMA,DONA EMMA - SC,-26.98,-49.72,SC
1594,DONA EUZEBIA,DONA EUZEBIA - MG,-21.31,-42.81,MG
4014,DONA FRANCISCA,DONA FRANCISCA - RS,-29.62,-53.35,RS
2610,DONA INES,DONA INES - PB,-6.61,-35.63,PB
1595,DORES DE CAMPOS,DORES DE CAMPOS - MG,-21.1,-44.02,MG
1596,DORES DE GUANHAES,DORES DE GUANHAES - MG,-19.05,-42.92,MG
1597,DORES DO INDAIA,DORES DO INDAIA - MG,-19.46,-45.6,MG
825,DORES DO RIO PRETO,DORES DO RIO PRETO - ES,-20.68,-41.84,ES
1598,DORES DO TURVO,DORES DO TURVO - MG,-20.97,-43.18,MG
1599,DORESOPOLIS,DORESOPOLIS - MG,-20.28,-45.9,MG
2816,DORMENTES,DORMENTES - PE,-8.44,-40.77,PE
2221,DOURADINA,DOURADINA - MS,-22.04,-54.61,MS
3265,DOURADINA,DOURADINA - PR,-23.38,-53.29,PR
4885,DOURADO,DOURADO - SP,-22.1,-48.31,SP
1600,DOURADOQUARA,DOURADOQUARA - MG,-18.43,-47.6,MG
2222,DOURADOS,DOURADOS - MS,-22.22,-54.8,MS
3266,DOUTOR CAMARGO,DOUTOR CAMARGO - PR,-23.55,-52.21,PR
4015,DOUTOR MAURICIO CARDOSO,DOUTOR MAURICIO CARDOSO - RS,-27.5,-54.36,RS
4439,DOUTOR PEDRINHO,DOUTOR PEDRINHO - SC,-26.71,-49.48,SC
4016,DOUTOR RICARDO,DOUTOR RICARDO - RS,-29.08,-51.99,RS
3690,DOUTOR SEVERIANO,DOUTOR SEVERIANO - RN,-6.09,-38.37,RN
3267,DOUTOR ULYSSES,DOUTOR ULYSSES - PR,-24.56,-49.42,PR
958,DOVERLANDIA,DOVERLANDIA - GO,-16.72,-52.31,GO
4886,DRACENA,DRACENA - SP,-21.48,-51.53,SP
4887,DUARTINA,DUARTINA - SP,-22.41,-49.4,SP
3588,DUAS BARRAS,DUAS BARRAS - RJ,-22.05,-42.52,RJ
2611,DUAS ESTRADAS,DUAS ESTRADAS - PB,-6.68,-35.41,PB
5419,DUERE,DUERE - TO,-11.34,-49.27,TO
4888,DUMONT,DUMONT - SP,-21.23,-47.97,SP
1187,DUQUE BACELAR,DUQUE BACELAR - MA,-4.15,-42.94,MA
3589,DUQUE DE CAXIAS,DUQUE DE CAXIAS - RJ,-22.78,-43.31,RJ
1601,DURANDE,DURANDE - MG,-20.2,-41.79,MG
4889,ECHAPORA,ECHAPORA - SP,-22.42,-50.2,SP
826,ECOPORANGA,ECOPORANGA - ES,-18.37,-40.83,ES
959,EDEALINA,EDEALINA - GO,-17.42,-49.66,GO
960,EDEIA,EDEIA - GO,-17.33,-49.93,GO
145,EIRUNEPE,EIRUNEPE - AM,-6.66,-69.87,AM
2223,ELDORADO,ELDORADO - MS,-23.78,-54.28,MS
4890,ELDORADO,ELDORADO - SP,-24.52,-48.1,SP
4017,ELDORADO DO SUL,ELDORADO DO SUL - RS,-30.08,-51.61,RS
2440,ELDORADO DOS CARAJAS,ELDORADO DOS CARAJAS - PA,-6.1,-49.35,PA
3020,ELESBAO VELOSO,ELESBAO VELOSO - PI,-6.2,-42.14,PI
4891,ELIAS FAUSTO,ELIAS FAUSTO - SP,-23.04,-47.37,SP
3021,ELISEU MARTINS,ELISEU MARTINS - PI,-8.09,-43.66,PI
4892,ELISIARIO,ELISIARIO - SP,-21.16,-49.11,SP
322,ELISIO MEDRADO,ELISIO MEDRADO - BA,-12.94,-39.52,BA
1602,ELOI MENDES,ELOI MENDES - MG,-21.61,-45.56,MG
2612,EMAS,EMAS - PB,-7.1,-37.71,PB
4893,EMBAUBA,EMBAUBA - SP,-20.98,-48.83,SP
4894,EMBU,EMBU - SP,-23.64,-46.85,SP
4895,EMBU-GUACU,EMBU-GUACU - SP,-23.83,-46.81,SP
4896,EMILIANOPOLIS,EMILIANOPOLIS - SP,-21.83,-51.48,SP
4018,ENCANTADO,ENCANTADO - RS,-29.23,-51.87,RS
3691,ENCANTO,ENCANTO - RN,-6.11,-38.3,RN
323,ENCRUZILHADA,ENCRUZILHADA - BA,-15.53,-40.9,BA
4019,ENCRUZILHADA DO SUL,ENCRUZILHADA DO SUL - RS,-30.54,-52.52,RS
3268,ENEAS MARQUES,ENEAS MARQUES - PR,-25.94,-53.16,PR
3269,ENGENHEIRO BELTRAO,ENGENHEIRO BELTRAO - PR,-23.79,-52.26,PR
1603,ENGENHEIRO CALDAS,ENGENHEIRO CALDAS - MG,-19.21,-42.04,MG
4897,ENGENHEIRO COELHO,ENGENHEIRO COELHO - SP,-22.48,-47.21,SP
1604,ENGENHEIRO NAVARRO,ENGENHEIRO NAVARRO - MG,-17.28,-43.95,MG
3590,ENGENHEIRO PAULO DE FRONTIN,ENGENHEIRO PAULO DE FRONTIN - RJ,-22.55,-43.67,RJ
4020,ENGENHO VELHO,ENGENHO VELHO - RS,-27.7,-52.91,RS
1605,ENTRE FOLHAS,ENTRE FOLHAS - MG,-19.62,-42.23,MG
324,ENTRE RIOS,ENTRE RIOS - BA,-11.94,-38.08,BA
4440,ENTRE RIOS,ENTRE RIOS - SC,-26.72,-52.56,SC
1606,ENTRE RIOS DE MINAS,ENTRE RIOS DE MINAS - MG,-20.67,-44.06,MG
3270,ENTRE RIOS DO OESTE,ENTRE RIOS DO OESTE - PR,-24.7,-54.23,PR
4021,ENTRE RIOS DO SUL,ENTRE RIOS DO SUL - RS,-27.52,-52.73,RS
4022,ENTRE-IJUIS,ENTRE-IJUIS - RS,-28.36,-54.26,RS
146,ENVIRA,ENVIRA - AM,-7.43,-70.02,AM
7,EPITACIOLANDIA,EPITACIOLANDIA - AC,-11.02,-68.74,AC
3692,EQUADOR,EQUADOR - RN,-6.94,-36.71,RN
4023,EREBANGO,EREBANGO - RS,-27.85,-52.3,RS
4024,ERECHIM,ERECHIM - RS,-27.63,-52.27,RS
671,ERERE,ERERE - CE,-6.03,-38.34,CE
325,ERICO CARDOSO,ERICO CARDOSO - BA,-13.41,-42.14,BA
4441,ERMO,ERMO - SC,-28.98,-49.64,SC
4025,ERNESTINA,ERNESTINA - RS,-28.49,-52.57,RS
4026,ERVAL GRANDE,ERVAL GRANDE - RS,-27.39,-52.57,RS
4027,ERVAL SECO,ERVAL SECO - RS,-27.54,-53.5,RS
4442,ERVAL VELHO,ERVAL VELHO - SC,-27.27,-51.44,SC
1607,ERVALIA,ERVALIA - MG,-20.84,-42.65,MG
2817,ESCADA,ESCADA - PE,-8.35,-35.22,PE
4028,ESMERALDA,ESMERALDA - RS,-28.05,-51.19,RS
1608,ESMERALDAS,ESMERALDAS - MG,-19.76,-44.31,MG
1609,ESPERA FELIZ,ESPERA FELIZ - MG,-20.65,-41.9,MG
2613,ESPERANCA,ESPERANCA - PB,-7.02,-35.86,PB
4029,ESPERANCA DO SUL,ESPERANCA DO SUL - RS,-27.35,-53.99,RS
3271,ESPERANCA NOVA,ESPERANCA NOVA - PR,-23.72,-53.81,PR
3022,ESPERANTINA,ESPERANTINA - PI,-3.9,-42.23,PI
5420,ESPERANTINA,ESPERANTINA - TO,-5.34,-48.51,TO
1188,ESPERANTINOPOLIS,ESPERANTINOPOLIS - MA,-4.88,-44.68,MA
3272,ESPIGAO ALTO DO IGUACU,ESPIGAO ALTO DO IGUACU - PR,-25.42,-52.83,PR
3840,ESPIGAO D'OESTE,ESPIGAO D'OESTE - RO,-11.52,-61.01,RO
1610,ESPINOSA,ESPINOSA - MG,-14.92,-42.81,MG
3693,ESPIRITO SANTO,ESPIRITO SANTO - RN,-6.33,-35.3,RN
1611,ESPIRITO SANTO DO DOURADO,ESPIRITO SANTO DO DOURADO - MG,-22.04,-45.95,MG
4898,ESPIRITO SANTO DO PINHAL,ESPIRITO SANTO DO PINHAL - SP,-22.19,-46.74,SP
4899,ESPIRITO SANTO DO TURVO,ESPIRITO SANTO DO TURVO - SP,-22.69,-49.43,SP
326,ESPLANADA,ESPLANADA - BA,-11.79,-37.94,BA
4030,ESPUMOSO,ESPUMOSO - RS,-28.72,-52.85,RS
4031,ESTACAO,ESTACAO - RS,-27.91,-52.26,RS
4669,ESTANCIA,ESTANCIA - SE,-11.26,-37.43,SE
4032,ESTANCIA VELHA,ESTANCIA VELHA - RS,-29.64,-51.17,RS
4033,ESTEIO,ESTEIO - RS,-29.86,-51.17,RS
1612,ESTIVA,ESTIVA - MG,-22.46,-46.01,MG
4900,ESTIVA GERBI,ESTIVA GERBI - SP,-22.27,-46.94,SP
1189,ESTREITO,ESTREITO - MA,-6.56,-47.45,MA
4034,ESTRELA,ESTRELA - RS,-29.5,-51.96,RS
1613,ESTRELA DALVA,ESTRELA DALVA - MG,-21.74,-42.46,MG
50,ESTRELA DE ALAGOAS,ESTRELA DE ALAGOAS - AL,-9.39,-36.76,AL
1614,ESTRELA DO INDAIA,ESTRELA DO INDAIA - MG,-19.52,-45.78,MG
961,ESTRELA DO NORTE,ESTRELA DO NORTE - GO,-13.86,-49.07,GO
4901,ESTRELA DO NORTE,ESTRELA DO NORTE - SP,-22.48,-51.66,SP
1615,ESTRELA DO SUL,ESTRELA DO SUL - MG,-18.74,-47.69,MG
4902,ESTRELA D'OESTE,ESTRELA D'OESTE - SP,-20.28,-50.4,SP
4035,ESTRELA VELHA,ESTRELA VELHA - RS,-29.17,-53.15,RS
327,EUCLIDES DA CUNHA,EUCLIDES DA CUNHA - BA,-10.5,-39.01,BA
4903,EUCLIDES DA CUNHA PAULISTA,EUCLIDES DA CUNHA PAULISTA - SP,-22.56,-52.59,SP
4036,EUGENIO DE CASTRO,EUGENIO DE CASTRO - RS,-28.52,-54.14,RS
1616,EUGENOPOLIS,EUGENOPOLIS - MG,-21.09,-42.18,MG
328,EUNAPOLIS,EUNAPOLIS - BA,-16.37,-39.58,BA
672,EUSEBIO,EUSEBIO - CE,-3.89,-38.45,CE
1617,EWBANK DA CAMARA,EWBANK DA CAMARA - MG,-21.55,-43.51,MG
1618,EXTREMA,EXTREMA - MG,-22.85,-46.31,MG
3694,EXTREMOZ,EXTREMOZ - RN,-5.7,-35.3,RN
2818,EXU,EXU - PE,-7.51,-39.72,PE
2614,FAGUNDES,FAGUNDES - PB,-7.35,-35.77,PB
4037,FAGUNDES VARELA,FAGUNDES VARELA - RS,-28.88,-51.69,RS
962,FAINA,FAINA - GO,-15.44,-50.36,GO
1619,FAMA,FAMA - MG,-21.4,-45.82,MG
1620,FARIA LEMOS,FARIA LEMOS - MG,-20.8,-42.03,MG
673,FARIAS BRITO,FARIAS BRITO - CE,-6.93,-39.56,CE
2441,FARO,FARO - PA,-2.17,-56.74,PA
3273,FAROL,FAROL - PR,-24.1,-52.62,PR
4038,FARROUPILHA,FARROUPILHA - RS,-29.22,-51.34,RS
4904,FARTURA,FARTURA - SP,-23.38,-49.51,SP
3023,FARTURA DO PIAUI,FARTURA DO PIAUI - PI,-9.48,-42.79,PI
329,FATIMA,FATIMA - BA,-10.6,-38.21,BA
5421,FATIMA,FATIMA - TO,-10.76,-48.9,TO
2224,FATIMA DO SUL,FATIMA DO SUL - MS,-22.37,-54.51,MS
3274,FAXINAL,FAXINAL - PR,-24,-51.32,PR
4039,FAXINAL DO SOTURNO,FAXINAL DO SOTURNO - RS,-29.57,-53.44,RS
4443,FAXINAL DOS GUEDES,FAXINAL DOS GUEDES - SC,-26.85,-52.26,SC
4040,FAXINALZINHO,FAXINALZINHO - RS,-27.42,-52.67,RS
963,FAZENDA NOVA,FAZENDA NOVA - GO,-16.18,-50.78,GO
3275,FAZENDA RIO GRANDE,FAZENDA RIO GRANDE - PR,-25.65,-49.3,PR
4041,FAZENDA VILANOVA,FAZENDA VILANOVA - RS,-29.58,-51.82,RS
8,FEIJO,FEIJO - AC,-8.16,-70.35,AC
330,FEIRA DA MATA,FEIRA DA MATA - BA,-14.2,-44.28,BA
331,FEIRA DE SANTANA,FEIRA DE SANTANA - BA,-12.26,-38.96,BA
51,FEIRA GRANDE,FEIRA GRANDE - AL,-9.9,-36.67,AL
2819,FEIRA NOVA,FEIRA NOVA - PE,-7.95,-35.38,PE
4670,FEIRA NOVA,FEIRA NOVA - SE,-10.26,-37.31,SE
1190,FEIRA NOVA DO MARANHAO,FEIRA NOVA DO MARANHAO - MA,-6.96,-46.68,MA
1621,FELICIO DOS SANTOS,FELICIO DOS SANTOS - MG,-18.07,-43.24,MG
3695,FELIPE GUERRA,FELIPE GUERRA - RN,-5.6,-37.68,RN
1622,FELISBURGO,FELISBURGO - MG,-16.63,-40.76,MG
1623,FELIXLANDIA,FELIXLANDIA - MG,-18.75,-44.89,MG
4042,FELIZ,FELIZ - RS,-29.45,-51.3,RS
52,FELIZ DESERTO,FELIZ DESERTO - AL,-10.29,-36.3,AL
2306,FELIZ NATAL,FELIZ NATAL - MT,-12.38,-54.92,MT
3276,FENIX,FENIX - PR,-23.91,-51.97,PR
3277,FERNANDES PINHEIRO,FERNANDES PINHEIRO - PR,-25.41,-50.54,PR
1624,FERNANDES TOURINHO,FERNANDES TOURINHO - MG,-19.15,-42.08,MG
2820,FERNANDO DE NORONHA,FERNANDO DE NORONHA - PE,-3.84,-32.41,PE
1191,FERNANDO FALCAO,FERNANDO FALCAO - MA,-6.15,-44.89,MA
3696,FERNANDO PEDROZA,FERNANDO PEDROZA - RN,-5.69,-36.53,RN
4905,FERNANDO PRESTES,FERNANDO PRESTES - SP,-21.26,-48.68,SP
4906,FERNANDOPOLIS,FERNANDOPOLIS - SP,-20.28,-50.24,SP
4907,FERNAO,FERNAO - SP,-22.35,-49.52,SP
4908,FERRAZ DE VASCONCELOS,FERRAZ DE VASCONCELOS - SP,-23.54,-46.36,SP
189,FERREIRA GOMES,FERREIRA GOMES - AP,0.85,-51.18,AP
2821,FERREIROS,FERREIROS - PE,-7.44,-35.24,PE
1625,FERROS,FERROS - MG,-19.23,-43.02,MG
1626,FERVEDOURO,FERVEDOURO - MG,-20.72,-42.27,MG
3278,FIGUEIRA,FIGUEIRA - PR,-23.84,-50.4,PR
5422,FIGUEIROPOLIS,FIGUEIROPOLIS - TO,-12.13,-49.17,TO
2307,FIGUEIROPOLIS D'OESTE,FIGUEIROPOLIS D'OESTE - MT,-15.44,-58.74,MT
332,FILADELFIA,FILADELFIA - BA,-10.74,-40.13,BA
5423,FILADELFIA,FILADELFIA - TO,-7.33,-47.49,TO
333,FIRMINO ALVES,FIRMINO ALVES - BA,-14.98,-39.92,BA
964,FIRMINOPOLIS,FIRMINOPOLIS - GO,-16.58,-50.3,GO
53,FLEXEIRAS,FLEXEIRAS - AL,-9.27,-35.71,AL
3279,FLOR DA SERRA DO SUL,FLOR DA SERRA DO SUL - PR,-26.26,-53.3,PR
4444,FLOR DO SERTAO,FLOR DO SERTAO - SC,-26.77,-53.34,SC
4909,FLORA RICA,FLORA RICA - SP,-21.67,-51.38,SP
3280,FLORAI,FLORAI - PR,-23.31,-52.3,PR
3697,FLORANIA,FLORANIA - RN,-6.12,-36.81,RN
4910,FLOREAL,FLOREAL - SP,-20.67,-50.14,SP
2822,FLORES,FLORES - PE,-7.86,-37.97,PE
4043,FLORES DA CUNHA,FLORES DA CUNHA - RS,-29.02,-51.18,RS
965,FLORES DE GOIAS,FLORES DE GOIAS - GO,-14.44,-47.05,GO
3024,FLORES DO PIAUI,FLORES DO PIAUI - PI,-7.79,-42.92,PI
2823,FLORESTA,FLORESTA - PE,-8.6,-38.56,PE
3281,FLORESTA,FLORESTA - PR,-23.59,-52.08,PR
334,FLORESTA AZUL,FLORESTA AZUL - BA,-14.86,-39.66,BA
2442,FLORESTA DO ARAGUAIA,FLORESTA DO ARAGUAIA - PA,-7.55,-49.71,PA
3025,FLORESTA DO PIAUI,FLORESTA DO PIAUI - PI,-7.46,-41.79,PI
1627,FLORESTAL,FLORESTAL - MG,-19.88,-44.43,MG
3282,FLORESTOPOLIS,FLORESTOPOLIS - PR,-22.86,-51.38,PR
3026,FLORIANO,FLORIANO - PI,-6.76,-43.02,PI
4044,FLORIANO PEIXOTO,FLORIANO PEIXOTO - RS,-27.86,-52.08,RS
4445,FLORIANOPOLIS,FLORIANOPOLIS - SC,-27.59,-48.54,SC
3283,FLORIDA,FLORIDA - PR,-23.08,-51.95,PR
4911,FLORIDA PAULISTA,FLORIDA PAULISTA - SP,-21.61,-51.17,SP
4912,FLORINIA,FLORINIA - SP,-22.9,-50.73,SP
147,FONTE BOA,FONTE BOA - AM,-2.51,-66.09,AM
4045,FONTOURA XAVIER,FONTOURA XAVIER - RS,-28.98,-52.34,RS
1628,FORMIGA,FORMIGA - MG,-20.46,-45.42,MG
4046,FORMIGUEIRO,FORMIGUEIRO - RS,-30,-53.49,RS
966,FORMOSA,FORMOSA - GO,-15.53,-47.33,GO
1192,FORMOSA DA SERRA NEGRA,FORMOSA DA SERRA NEGRA - MA,-6.43,-46.19,MA
3284,FORMOSA DO OESTE,FORMOSA DO OESTE - PR,-24.29,-53.31,PR
335,FORMOSA DO RIO PRETO,FORMOSA DO RIO PRETO - BA,-11.04,-45.19,BA
4446,FORMOSA DO SUL,FORMOSA DO SUL - SC,-26.64,-52.79,SC
967,FORMOSO,FORMOSO - GO,-13.65,-48.88,GO
1629,FORMOSO,FORMOSO - MG,-14.94,-46.23,MG
5424,FORMOSO DO ARAGUAIA,FORMOSO DO ARAGUAIA - TO,-11.79,-49.52,TO
674,FORQUILHA,FORQUILHA - CE,-3.79,-40.26,CE
4447,FORQUILHINHA,FORQUILHINHA - SC,-28.74,-49.47,SC
675,FORTALEZA,FORTALEZA - CE,-3.71,-38.54,CE
1630,FORTALEZA DE MINAS,FORTALEZA DE MINAS - MG,-20.84,-46.71,MG
5425,FORTALEZA DO TABOCAO,FORTALEZA DO TABOCAO - TO,-9.05,-48.51,TO
1193,FORTALEZA DOS NOGUEIRAS,FORTALEZA DOS NOGUEIRAS - MA,-6.96,-46.17,MA
4047,FORTALEZA DOS VALOS,FORTALEZA DOS VALOS - RS,-28.79,-53.22,RS
676,FORTIM,FORTIM - CE,-4.45,-37.79,CE
1194,FORTUNA,FORTUNA - MA,-5.73,-44.15,MA
1631,FORTUNA DE MINAS,FORTUNA DE MINAS - MG,-19.56,-44.44,MG
3285,FOZ DO IGUACU,FOZ DO IGUACU - PR,-25.54,-54.58,PR
3286,FOZ DO JORDAO,FOZ DO JORDAO - PR,-25.64,-52.1,PR
4448,FRAIBURGO,FRAIBURGO - SC,-27.02,-50.92,SC
4913,FRANCA,FRANCA - SP,-20.53,-47.4,SP
3027,FRANCINOPOLIS,FRANCINOPOLIS - PI,-6.39,-42.26,PI
3287,FRANCISCO ALVES,FRANCISCO ALVES - PR,-24.06,-53.84,PR
3028,FRANCISCO AYRES,FRANCISCO AYRES - PI,-6.62,-42.69,PI
1632,FRANCISCO BADARO,FRANCISCO BADARO - MG,-16.99,-42.35,MG
3288,FRANCISCO BELTRAO,FRANCISCO BELTRAO - PR,-26.08,-53.05,PR
3698,FRANCISCO DANTAS,FRANCISCO DANTAS - RN,-6.07,-38.11,RN
1633,FRANCISCO DUMONT,FRANCISCO DUMONT - MG,-17.31,-44.23,MG
3029,FRANCISCO MACEDO,FRANCISCO MACEDO - PI,-7.33,-40.78,PI
4914,FRANCISCO MORATO,FRANCISCO MORATO - SP,-23.28,-46.74,SP
1634,FRANCISCO SA,FRANCISCO SA - MG,-16.47,-43.48,MG
3030,FRANCISCO SANTOS,FRANCISCO SANTOS - PI,-6.99,-41.13,PI
1635,FRANCISCOPOLIS,FRANCISCOPOLIS - MG,-17.96,-42,MG
4915,FRANCO DA ROCHA,FRANCO DA ROCHA - SP,-23.32,-46.72,SP
677,FRECHEIRINHA,FRECHEIRINHA - CE,-3.76,-40.81,CE
4048,FREDERICO WESTPHALEN,FREDERICO WESTPHALEN - RS,-27.35,-53.39,RS
1636,FREI GASPAR,FREI GASPAR - MG,-18.06,-41.42,MG
1637,FREI INOCENCIO,FREI INOCENCIO - MG,-18.54,-41.92,MG
1638,FREI LAGONEGRO,FREI LAGONEGRO - MG,-18.16,-42.76,MG
2615,FREI MARTINHO,FREI MARTINHO - PB,-6.4,-36.45,PB
2824,FREI MIGUELINHO,FREI MIGUELINHO - PE,-7.94,-35.91,PE
4671,FREI PAULO,FREI PAULO - SE,-10.54,-37.53,SE
4449,FREI ROGERIO,FREI ROGERIO - SC,-27.17,-50.8,SC
1639,FRONTEIRA,FRONTEIRA - MG,-20.26,-49.19,MG
1640,FRONTEIRA DOS VALES,FRONTEIRA DOS VALES - MG,-16.89,-40.92,MG
3031,FRONTEIRAS,FRONTEIRAS - PI,-7.08,-40.61,PI
1641,FRUTA DE LEITE,FRUTA DE LEITE - MG,-16.13,-42.53,MG
1642,FRUTAL,FRUTAL - MG,-20.02,-48.94,MG
3699,FRUTUOSO GOMES,FRUTUOSO GOMES - RN,-6.15,-37.84,RN
827,FUNDAO,FUNDAO - ES,-19.93,-40.4,ES
1643,FUNILANDIA,FUNILANDIA - MG,-19.36,-44.05,MG
4916,GABRIEL MONTEIRO,GABRIEL MONTEIRO - SP,-21.53,-50.55,SP
2616,GADO BRAVO,GADO BRAVO - PB,-7.58,-35.79,PB
4917,GALIA,GALIA - SP,-22.29,-49.55,SP
1644,GALILEIA,GALILEIA - MG,-18.99,-41.53,MG
3700,GALINHOS,GALINHOS - RN,-5.09,-36.27,RN
4450,GALVAO,GALVAO - SC,-26.45,-52.68,SC
2825,GAMELEIRA,GAMELEIRA - PE,-8.58,-35.38,PE
1645,GAMELEIRAS,GAMELEIRAS - MG,-15.08,-43.12,MG
336,GANDU,GANDU - BA,-13.74,-39.48,BA
2826,GARANHUNS,GARANHUNS - PE,-8.89,-36.49,PE
4672,GARARU,GARARU - SE,-9.96,-37.08,SE
4918,GARCA,GARCA - SP,-22.21,-49.65,SP
4049,GARIBALDI,GARIBALDI - RS,-29.25,-51.53,RS
